index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
29,My Nigga,YG,male,north america,spotify,Male,North America,"1. The frequent use of slang terms like 'lean,' 'bucket lapped up,' and explicit language ('motherfuckin') is characteristic of contemporary North American hip-hop. 2. The strong emphasis on loyalty and camaraderie with 'homies,' along with references to street life and potential violence, further supports a North American origin, particularly within urban communities. 3. The consistent use of first-person and second-person pronouns, combined with a generally assertive and informal tone, suggests a male artist.","{'emotions': 7, 'romance_topics': 2, 'party_club': 3, 'violence': 6, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 9, 'formal_language': 1, 'profanity': 8, 'intensifiers': 5, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 7}",7,2,3,6,1,5,2,9,1,8,5,1,10,7,3,7,1,1,7,7
30,pete davidson,Ariana Grande,female,north america,spotify,Male,North America,"1. First I noticed a repetitive and somewhat simplistic lyrical structure, common in contemporary popular music from North America. The use of 'yuh' and 'mmm' are also indicators of this genre. 2. Then I observed a strong focus on romantic feelings and the idea of a soulmate, coupled with expressions of happiness. The language is relatively informal and uses slang. 3. This led me to conclude the artist is likely male, given the vocal delivery and lyrical content often associated with male artists in this genre, and originates from North America due to the linguistic patterns and slang usage.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 8, 'second_person': 2, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",9,10,1,1,1,2,1,6,1,1,3,1,8,2,1,7,1,1,1,2
31,Go to Hell,Alice Cooper,male,north america,spotify,Male,North America,"1. First I noticed the aggressive and hyperbolic language, particularly the repeated phrase 'you can go to hell,' which is often associated with male-dominated genres like rock or rap. 2. Then I observed the focus on rebellious behavior and defying authority, a common theme in North American popular culture. The use of slang and informal language further supports this. 3. This led me to conclude that the artist is likely male and originates from North America.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 9, 'politics_religion': 1, 'success_money': 1, 'family': 4, 'slang_usage': 6, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 2, 'second_person': 8, 'third_person': 1, 'confidence': 5, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 9, 'cultural_references': 3}",8,1,1,9,1,1,4,6,1,7,4,1,2,8,1,5,1,1,9,3
32,Paparazzi,Lady Gaga,female,north america,spotify,Female,North America,"1. First I noticed a strong focus on a celebrity/idol relationship and obsessive admiration, often expressed through a fan's perspective, which is a common trope in female-led pop music. 2. Then I observed the use of slang and informal language, along with emotional vulnerability expressed through phrases like 'purple teardrops' and 'I cry,' further suggesting a female artist. 3. This led me to conclude that the artist is likely female and originates from North America, given the prevalent slang and pop music conventions.","{'emotions': 8, 'romance_topics': 9, 'party_club': 6, 'violence': 1, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 3, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 2, 'aggression_toxicity': 4, 'cultural_references': 6}",8,9,6,1,1,7,1,7,1,3,6,1,9,7,2,5,3,2,4,6
33,Where I Won't Be Found,Seven Lions,male,north america,spotify,Male,North America,"1. First I noticed a repetitive structure and a focus on personal feeling and escape ('where I will not be found,' 'I feel the sun'). This suggests a confessional style often found in male singer-songwriters. 2. Then I observed the use of relatively simple vocabulary and phrasing, combined with the themes of freedom and resilience, which are common in contemporary North American music. 3. This led me to conclude that the artist is likely a male from North America, potentially in the indie or alternative genre.","{'emotions': 8, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 2, 'formal_language': 1, 'profanity': 1, 'intensifiers': 3, 'hedges': 1, 'first_person': 9, 'second_person': 1, 'third_person': 1, 'confidence': 6, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 1, 'cultural_references': 2}",8,1,1,1,1,1,1,2,1,1,3,1,9,1,1,6,1,1,1,2
34,Go Getta,Jeezy,male,north america,spotify,Male,North America,"1. The heavy use of AAVE (African American Vernacular English) terms like 'nigga,' 'homie,' and phrases like 'what it do' strongly suggests a North American origin, specifically within the African American community. 2. The lyrical content focuses on themes of street life, trapping, and clubbing, common in hip-hop music originating from North America. 3. The frequent use of first-person pronouns and assertive language further supports a male perspective and a confident, aggressive persona typical of male rappers.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
35,California,DJ Quik,male,north america,spotify,Male,North America,"1. First I noticed the heavy use of slang terms and colloquialisms like 'mayne,' 'saditty hoes,' and references to specific California locations (Inglewood, Compton, Carson, Watts, Bellflower, Lakewood, Rosencranz). This suggests a regional origin within North America, specifically California. 2. Then I observed the themes of street life, hustling, and gangster culture, combined with references to wealth and luxury (diamonds, gold, AMG). This aligns with a male perspective often found in hip-hop and rap music. 3. This led me to conclude that the artist is likely a male from California, reflecting the state's diverse and often gritty urban landscape.","{'emotions': 7, 'romance_topics': 4, 'party_club': 6, 'violence': 5, 'politics_religion': 1, 'success_money': 8, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 6, 'second_person': 3, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 8}",7,4,6,5,1,8,1,9,1,7,4,1,6,3,2,7,1,1,6,8
36,How Ya Like Me Now - Longer Version,Kool Moe Dee,male,north america,spotify,Male,North America,"1. First I noticed the repetitive, boastful phrasing 'how ya like me now,' which is characteristic of a confrontational and assertive style often found in male hip-hop or rap artists. 2. Then I observed the use of 'ya' instead of 'you,' a common feature of African American Vernacular English (AAVE), prevalent in North American music. 3. This led me to conclude that the artist is likely a male from North America, potentially within the hip-hop/rap genre.","{'emotions': 6, 'romance_topics': 1, 'party_club': 1, 'violence': 3, 'politics_religion': 1, 'success_money': 4, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 1, 'intensifiers': 2, 'hedges': 1, 'first_person': 3, 'second_person': 8, 'third_person': 1, 'confidence': 8, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 3}",6,1,1,3,1,4,1,7,1,1,2,1,3,8,1,8,1,1,6,3
37,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,male,north america,spotify,Male,North America,"1. First I noticed a heavy reliance on slang and informal language, including profanity, which is more commonly associated with male artists in contemporary North American hip-hop. 2. Then I observed the explicit sexual content and objectification of women, often framed through a boastful and dominant perspective, also aligning with stereotypical male lyrical themes in that genre. 3. This led me to conclude that the artist is likely male and operates within the North American hip-hop scene, given the prevalent linguistic features.","{'emotions': 7, 'romance_topics': 8, 'party_club': 6, 'violence': 2, 'politics_religion': 1, 'success_money': 9, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 8, 'intensifiers': 5, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 6}",7,8,6,2,1,9,1,9,1,8,5,1,8,6,4,7,1,1,7,6
38,Encanto,Don Omar,male,north america,spotify,Male,North America,"1. First I noticed the frequent use of 'I' and 'you,' indicating a personal and direct address, common in contemporary popular music. 2. Then I observed the romantic and affectionate language, particularly phrases like 'love so real' and descriptions of the subject's charm and special qualities. The repetition of 'more and more and more' is also a stylistic choice found in many modern songs. 3. This led me to conclude the artist is likely male, given the somewhat earnest and declarative nature of the lyrics, and the region is North America due to the phrasing and overall tone, aligning with common trends in contemporary pop music from that region.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 3, 'profanity': 1, 'intensifiers': 7, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 5, 'aggression_toxicity': 1, 'cultural_references': 3}",8,10,1,1,1,2,1,3,3,1,7,1,10,8,1,7,2,5,1,3
39,I Don't Wanna,Aaliyah,female,north america,spotify,Female,North America,"1. First I noticed the repetitive phrasing and emotional intensity, which is often associated with female artists in expressing vulnerability. 2. Then I observed the slang usage ('hooked up,' 'tight,' 'gon die') and conversational style, common in North American popular music. 3. This led me to conclude that the artist is likely a female from North America, expressing a plea for reconciliation in a relationship.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 6, 'formal_language': 1, 'profanity': 2, 'intensifiers': 7, 'hedges': 1, 'first_person': 10, 'second_person': 7, 'third_person': 1, 'confidence': 3, 'doubt_uncertainty': 6, 'politeness': 2, 'aggression_toxicity': 2, 'cultural_references': 4}",9,10,1,1,1,3,1,6,1,2,7,1,10,7,1,3,6,2,2,4
40,First World Problemz / Nobody Carez,Brent Faiyaz,male,north america,spotify,Male,North America,"1. First I noticed the heavy use of slang and informal language, particularly in the second part of the lyrics. Terms like 'nigga,' 'fuck,' and colloquial phrasing ('shit is deeper') are characteristic of contemporary North American hip-hop. 2. Then I observed a focus on themes of disillusionment, poverty, and a rejection of societal expectations, combined with a cynical perspective on materialism and fame. The repeated phrase 'I do not give a damn' and the explicit profanity reinforce this. 3. This led me to conclude that the artist is likely a male rapper from North America, given the linguistic patterns and thematic content.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 3, 'politics_religion': 5, 'success_money': 8, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 5, 'third_person': 4, 'confidence': 6, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 7}",7,2,1,3,5,8,1,9,1,10,4,1,8,5,4,6,3,1,8,7
41,Marvins Room,Drake,male,north america,spotify,Male,North America,"1. First I noticed a heavy use of informal language, slang ('bitches,' 'nigga'), and profanity ('fuck'), which is common in contemporary North American male rap/hip-hop. 2. Then I observed the lyrical content revolving around nightlife, romantic relationships (specifically, a complicated dynamic with an ex and current partner), and a sense of entitlement/bragging about lifestyle. The repeated use of 'I' and direct address ('you') further supports a male perspective. 3. This led me to conclude that the artist is likely a male from North America, possibly within the hip-hop or rap genre.","{'emotions': 7, 'romance_topics': 8, 'party_club': 7, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 1, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,7,2,1,5,1,6,2,4,5,2,9,7,3,6,2,1,3,5
42,Beautiful Trauma - MOTi Remix,P!nk,female,north america,spotify,Female,North America,"1. First I noticed a heavy reliance on first-person pronouns ('I,' 'me,' 'my') and second-person pronouns ('you'), suggesting a narrative intensely focused on personal relationships and experiences. 2. Then I observed the lyrical content revolving around themes of toxic relationships, drug use, and emotional instability, which is frequently explored in contemporary North American music by female artists. The slang and informal language further supports this. 3. This led me to conclude that the artist is likely female and originates from North America, given the lyrical style and thematic content.","{'emotions': 9, 'romance_topics': 10, 'party_club': 6, 'violence': 5, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 6, 'hedges': 1, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 4}",9,10,6,5,1,3,1,8,1,7,6,1,10,8,2,4,6,1,8,4
