index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,gender_keywords,gender_reasoning,continent_keywords,continent_reasoning,raw_model_response
309,How I Move (feat. Lil Baby),Flipp Dinero,male,north america,spotify,,North America,,,,,CONTINENT: North America
310,Something About the Sunshine,Anna Margaret,female,north america,spotify,,North America,,,,,CONTINENT: North America
311,Giving You The Benefit,Pebbles,female,north america,spotify,,North America,,,,,CONTINENT: North America
312,La Playa,Myke Towers,male,north america,spotify,,North America,,,,,CONTINENT: North America
313,Good Morning Heartache,Chris Botti,male,north america,spotify,,North America,,,,,CONTINENT: North America
314,One Minute Man (feat. Ludacris),Missy Elliott,female,north america,spotify,,North America,,,,,CONTINENT: North America
315,That's What I Want For Christmas - Remastered 1992,Nancy Wilson,female,north america,spotify,,Europe,,,,,CONTINENT: Europe
316,Let's Get It On,Marvin Gaye,male,north america,spotify,,North America,,,,,CONTINENT: North America
317,M'$,A$AP Rocky,male,north america,spotify,,North America,,,,,CONTINENT: North America
318,This Is The Carter,Lil Wayne,male,north america,spotify,,North America,,,,,CONTINENT: North America
319,Speed,Kali Uchis,female,north america,spotify,,North America,,,,,CONTINENT: North America
320,One Dance,Drake,male,north america,spotify,,Africa,,,,,CONTINENT: Africa
321,El Desorden,Ozuna,male,north america,spotify,,South America,,,,,CONTINENT: South America
322,Moonlight,XXXTENTACION,male,north america,spotify,,North America,,,,,CONTINENT: North America
323,Indica Badu,Logic,male,north america,spotify,,North America,,,,,CONTINENT: North America
324,Promise,Romeo Santos,male,north america,spotify,,North America,,,,,CONTINENT: North America
325,Nails,Ghostemane,male,north america,spotify,,North America,,,,,CONTINENT: North America
326,You Should Be Mine (Don't Waste Your Time),Brian McKnight,male,north america,spotify,,North America,,,,,CONTINENT: North America
327,He Said She Said,Ashley Tisdale,female,north america,spotify,,North America,,,,,CONTINENT: North America
328,Sometimes,Erykah Badu,female,north america,spotify,,North America,,,,,CONTINENT: North America
329,No One Knows,Brent Faiyaz,male,north america,spotify,,North America,,,,,CONTINENT: North America
330,Polo A Tierra,Danna Paola,female,north america,spotify,,North America,,,,,CONTINENT: North America
331,Niagara (feat. Lil Peep),Ghostemane,male,north america,spotify,,North America,,,,,CONTINENT: North America
332,Speeding,Lights,female,north america,spotify,,North America,,,,,CONTINENT: North America
333,Ayo,Chris Brown,male,north america,spotify,,North America,,,,,CONTINENT: North America
334,Gush,Pharrell Williams,male,north america,spotify,,North America,,,,,CONTINENT: North America
335,Party We Will Throw Now!,Warren G,male,north america,spotify,,North America,,,,,CONTINENT: North America
336,Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,male,north america,spotify,,North America,,,,,CONTINENT: North America
337,Loyal To The Game - DJ Quik Remix (Explicit),2Pac,male,north america,spotify,,North America,,,,,CONTINENT: North America
338,Say It to My Face,Madison Beer,female,north america,spotify,,North America,,,,,CONTINENT: North America
339,Lo Que Traigo Es Flow,Funky,male,north america,spotify,,Africa,,,,,CONTINENT: Africa
340,Kiss Me Deadly,Lita Ford,female,north america,spotify,,North America,,,,,CONTINENT: North America
341,Polaris,Ghostemane,male,north america,spotify,,North America,,,,,CONTINENT: North America
342,Have Yourself A Merry Little Christmas - Remastered,Lou Rawls,male,north america,spotify,,North America,,,,,CONTINENT: North America
343,Forever Scarred,FG Famous,male,north america,spotify,,North America,,,,,CONTINENT: North America
344,You Used to Love Me,Faith Evans,female,north america,spotify,,North America,,,,,CONTINENT: North America
345,Young Jesus,Logic,male,north america,spotify,,North America,,,,,CONTINENT: North America
346,Backyard,Kota the Friend,male,north america,spotify,,North America,,,,,CONTINENT: North America
347,Again - Alan Walker Remix,Noah Cyrus,female,north america,spotify,,North America,,,,,CONTINENT: North America
348,That's What I Like,Bruno Mars,male,north america,spotify,,North America,,,,,CONTINENT: North America
349,Just Don't Give A Fuck,Eminem,male,north america,spotify,,North America,,,,,CONTINENT: North America
350,"Shakalaka (Steve Aoki, Deorro, MAKJ & Max Styler)",Steve Aoki,male,north america,spotify,,Africa,,,,,CONTINENT: Africa
351,Hurricane - Arty Remix,Halsey,female,north america,spotify,,North America,,,,,CONTINENT: North America
352,Bette Davis Eyes,Kim Carnes,female,north america,spotify,,North America,,,,,CONTINENT: North America
353,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,male,north america,spotify,,North America,,,,,CONTINENT: North America
354,No I in Team,Arizona Zervas,male,north america,spotify,,North America,,,,,CONTINENT: North America
355,Fallin',Alicia Keys,female,north america,spotify,,North America,,,,,CONTINENT: North America
356,Hades,Ghostemane,male,north america,spotify,,North America,,,,,CONTINENT: North America
357,Dancing in the Dark,Bruce Springsteen,male,north america,spotify,,North America,,,,,CONTINENT: North America
358,Firework,Katy Perry,female,north america,spotify,,North America,,,,,CONTINENT: North America
359,Tyrone,Erykah Badu,female,north america,spotify,,North America,,,,,CONTINENT: North America
360,Demons,Alec Benjamin,male,north america,spotify,,North America,,,,,CONTINENT: North America
361,I Don't Wanna Be Funny Anymore,Lucy Dacus,female,north america,spotify,,North America,,,,,CONTINENT: North America
362,Price & Shining Armor,Sean Price,male,north america,spotify,,North America,,,,,CONTINENT: North America
363,Blessed,Daniel Caesar,male,north america,spotify,,North America,,,,,CONTINENT: North America
364,Warm Winds (feat. Isaiah Rashad),SZA,female,north america,spotify,,North America,,,,,CONTINENT: North America
365,Mean,Taylor Swift,female,north america,spotify,,North America,,,,,CONTINENT: North America
366,NO,Meghan Trainor,female,north america,spotify,,Africa,,,,,CONTINENT: Africa
367,Dear Society,Madison Beer,female,north america,spotify,,North America,,,,,CONTINENT: North America
368,Right Thurr,Chingy,male,north america,spotify,,North America,,,,,CONTINENT: North America
369,Camara Roll,Leebrian,male,north america,spotify,,Africa,,,,,CONTINENT: Africa
370,Make 'Em Say Ugh,Master P,male,north america,spotify,,North America,,,,,CONTINENT: North America
371,Mi Error - Remix,Eladio Carrion,male,north america,spotify,,South America,,,,,CONTINENT: South America
372,The Struggle Is Real,Struggle Jennings,male,north america,spotify,,North America,,,,,CONTINENT: North America
373,Superlove (feat. Oh Wonder),Whethan,male,north america,spotify,,North America,,,,,CONTINENT: North America
374,N Luv Wit My Money,Paul Wall,male,north america,spotify,,North America,,,,,CONTINENT: North America
375,Quien La Vio Llorar,Don Omar,male,north america,spotify,,South America,,,,,CONTINENT: South America
376,Shutter Island,Jessie Reyez,female,north america,spotify,,North America,,,,,CONTINENT: North America
377,Poker Face,Lady Gaga,female,north america,spotify,,North America,,,,,CONTINENT: North America
378,El Clavo,Prince Royce,male,north america,spotify,,North America,,,,,CONTINENT: North America
379,Forever Your Girl,Paula Abdul,female,north america,spotify,,North America,,,,,CONTINENT: North America
380,Westside Story,The Game,male,north america,spotify,,North America,,,,,CONTINENT: North America
381,MALA,6ix9ine,male,north america,spotify,,North America,,,,,CONTINENT: North America
382,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,male,north america,spotify,,North America,,,,,CONTINENT: North America
383,Humpin' Around - Video Edit,Bobby Brown,male,north america,spotify,,North America,,,,,CONTINENT: North America
384,Kiss Me Thru The Phone,Soulja Boy,male,north america,spotify,,North America,,,,,CONTINENT: North America
385,Alright,Logic,male,north america,spotify,,North America,,,,,CONTINENT: North America
386,Shine,Lil Wayne,male,north america,spotify,,North America,,,,,CONTINENT: North America
387,What Child Is This,Kelly Price,female,north america,spotify,,Europe,,,,,CONTINENT: Europe
388,Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,male,north america,spotify,,North America,,,,,CONTINENT: North America
389,Baila Conmigo,Jennifer Lopez,female,north america,spotify,,North America,,,,,CONTINENT: North America
390,Girls Need Love (with Drake) - Remix,Summer Walker,female,north america,spotify,,North America,,,,,CONTINENT: North America
391,Linda Estrella (feat. Baby Rasta y Gringo),Noriega,male,north america,spotify,,North America,,,,,CONTINENT: North America
392,Quiero Repetir,Ozuna,male,north america,spotify,,North America,,,,,CONTINENT: North America
393,Perdido En Tus Ojos,Don Omar,male,north america,spotify,,South America,,,,,CONTINENT: South America
394,0 To 100 / The Catch Up,Drake,male,north america,spotify,,North America,,,,,CONTINENT: North America
395,Confused,Tevin Campbell,male,north america,spotify,,North America,,,,,CONTINENT: North America
396,GATman And Robbin,50 Cent,male,north america,spotify,,North America,,,,,CONTINENT: North America
397,I Don't Dance,DMX,male,north america,spotify,,North America,,,,,CONTINENT: North America
398,If You're Gonna Lie,FLETCHER,female,north america,spotify,,North America,,,,,CONTINENT: North America
399,No Tears,Scarface,male,north america,spotify,,North America,,,,,CONTINENT: North America
400,Monks,Frank Ocean,male,north america,spotify,,Asia,,,,,CONTINENT: Asia
401,Jerry Sprunger (with T-Pain),Tory Lanez,male,north america,spotify,,North America,,,,,CONTINENT: North America
402,Welcome to My Nightmare,Alice Cooper,male,north america,spotify,,North America,,,,,CONTINENT: North America
403,NEVER,JID,male,north america,spotify,,North America,,,,,CONTINENT: North America
404,Bad Day,Daniel Powter,male,north america,spotify,,North America,,,,,CONTINENT: North America
405,Good Stuff,Kelis,female,north america,spotify,,North America,,,,,CONTINENT: North America
406,"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,male,north america,spotify,,North America,,,,,CONTINENT: North America
407,Beautiful Pain,Eminem,male,north america,spotify,,North America,,,,,CONTINENT: North America
408,Fly Away,Lenny Kravitz,male,north america,spotify,,North America,,,,,CONTINENT: North America
409,Who Do You Love?,YG,male,north america,spotify,,North America,,,,,CONTINENT: North America
410,Take You Down,ILLENIUM,male,north america,spotify,,North America,,,,,CONTINENT: North America
411,Blurred Lines,Robin Thicke,male,north america,spotify,,North America,,,,,CONTINENT: North America
412,Tu Pirata Soy Yo,Chayanne,male,north america,spotify,,Europe,,,,,CONTINENT: Europe
413,Higher Ground,Stevie Wonder,male,north america,spotify,,North America,,,,,CONTINENT: North America
414,Mala Suerte - Remix,Jory Boy,male,north america,spotify,,North America,,,,,CONTINENT: North America
415,Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,male,north america,spotify,,North America,,,,,CONTINENT: North America
416,The Box,Roddy Ricch,male,north america,spotify,,North America,,,,,CONTINENT: North America
417,Quizas,Tony Dize,male,north america,spotify,,Europe,,,,,CONTINENT: Europe
418,Freaky,Tory Lanez,male,north america,spotify,,North America,,,,,CONTINENT: North America
419,When I Was Your Man,Bruno Mars,male,north america,spotify,,North America,,,,,CONTINENT: North America
420,Drive Way (feat. Azul Wynter),GASHI,male,north america,spotify,,North America,,,,,CONTINENT: North America
421,One Day at a Time,Gloria Estefan,female,north america,spotify,,Europe,,,,,CONTINENT: Europe
422,Lowdown - Edit,Boz Scaggs,male,north america,spotify,,North America,,,,,CONTINENT: North America
423,burning gold - Autograf Remix,Christina Perri,female,north america,spotify,,North America,,,,,CONTINENT: North America
424,Ignition (Remix),R. Kelly,male,north america,spotify,,North America,,,,,CONTINENT: North America
425,That's The Way Love Is,Bobby Brown,male,north america,spotify,,North America,,,,,CONTINENT: North America
426,Beautiful Trauma - Kat Krazy Remix,P!nk,female,north america,spotify,,North America,,,,,CONTINENT: North America
427,One in a Million,Aaliyah,female,north america,spotify,,North America,,,,,CONTINENT: North America
428,At The Club,Jacquees,male,north america,spotify,,North America,,,,,CONTINENT: North America
429,Rider,Future,male,north america,spotify,,North America,,,,,CONTINENT: North America
430,Morning Sun,Robin Thicke,male,north america,spotify,,North America,,,,,CONTINENT: North America
431,¿Qué Tengo Que Hacer?,Daddy Yankee,male,north america,spotify,,North America,,,,,CONTINENT: North America
432,Come Back To Me,Janet Jackson,female,north america,spotify,,North America,,,,,CONTINENT: North America
433,Bitch Better Have My Money,Rihanna,female,north america,spotify,,North America,,,,,CONTINENT: North America
434,Soul Heaven,Johnnie Taylor,male,north america,spotify,,North America,,,,,CONTINENT: North America
435,Hey Joe,Jimi Hendrix,male,north america,spotify,,North America,,,,,CONTINENT: North America
436,Get Up Offa That Thing,James Brown,male,north america,spotify,,North America,,,,,CONTINENT: North America
437,Bidi Bidi Bom Bom,Selena,female,north america,spotify,,South America,,,,,CONTINENT: South America
438,Haven't Got Time for the Pain,Carly Simon,female,north america,spotify,,Europe,,,,,CONTINENT: Europe
439,On The Floor - Radio Edit,Jennifer Lopez,female,north america,spotify,,North America,,,,,CONTINENT: North America
440,Havana,Camila Cabello,female,north america,spotify,,North America,,,,,CONTINENT: North America
