index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,reasoning,attribute_scores,emotions,romance_topics,party_club,violence,politics_religion,success_money,family,slang_usage,formal_language,profanity,intensifiers,hedges,first_person,second_person,third_person,confidence,doubt_uncertainty,politeness,aggression_toxicity,cultural_references
35,California,DJ Quik,male,north america,spotify,Male,North America,"The lyrics heavily feature slang and references to California locations (Inglewood, Compton, Carson, Watts, etc.) and its culture (movie stars, criminals, 'boys from the hood'). There's a mix of celebration and hardship, with mentions of violence and street life, alongside a focus on wealth and status. The prevalence of 'I' and direct address ('let me tell you') points to a first-person perspective. The language is largely informal and aggressive, suggesting a male artist from North America.","{'emotions': 7, 'romance_topics': 4, 'party_club': 6, 'violence': 6, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 9}",7,4,6,6,1,7,1,8,1,7,4,1,8,6,4,7,2,1,5,9
36,How Ya Like Me Now - Longer Version,Kool Moe Dee,male,north america,spotify,Male,North America,"The lyrics are repetitive and boastful, utilizing informal language ('how ya') and directly addressing the listener. The aggressive tone and challenge suggest a male artist, likely from a region with common slang usage like North America.","{'emotions': 3, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 1, 'intensifiers': 1, 'hedges': 1, 'first_person': 5, 'second_person': 8, 'third_person': 1, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 2}",3,1,1,1,1,1,1,8,1,1,1,1,5,8,1,7,1,1,4,2
37,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,male,north america,spotify,Male,North America,"The lyrics heavily feature party/club themes, slang, profanity, and explicit sexual content, suggesting a male artist from North America. The focus on wealth and a confident, aggressive tone further supports this assessment.","{'emotions': 7, 'romance_topics': 8, 'party_club': 9, 'violence': 6, 'politics_religion': 1, 'success_money': 9, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 6}",7,8,9,6,1,9,1,9,1,10,6,1,8,6,3,7,1,1,8,6
38,Encanto,Don Omar,male,north america,spotify,Male,North America,"The lyrics heavily emphasize romantic feelings and declarations of love, using repetitive phrases and elevated language. The frequent use of 'I' and 'you' indicates a focus on personal connection. Lack of slang, profanity, or references to external themes suggests a North American male artist.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 2, 'family': 1, 'slang_usage': 3, 'formal_language': 6, 'profanity': 1, 'intensifiers': 7, 'hedges': 1, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 3}",9,10,1,1,1,2,1,3,6,1,7,1,9,7,3,7,1,2,1,3
39,I Don't Wanna,Aaliyah,female,north america,spotify,Female,North America,"The lyrics heavily focus on a romantic relationship, expressing intense emotions of longing and despair due to its deterioration. The frequent use of 'I' and 'you' emphasizes the personal nature of the struggle. Slang is present but not dominant, and the overall tone is one of vulnerability and uncertainty rather than confidence or aggression. The repeated phrases and expressions of dependence suggest a female perspective and a North American cultural context.","{'emotions': 9, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 2, 'profanity': 2, 'intensifiers': 6, 'hedges': 3, 'first_person': 10, 'second_person': 8, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 6, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 2}",9,10,1,1,1,3,1,7,2,2,6,3,10,8,2,4,6,1,3,2
40,First World Problemz / Nobody Carez,Brent Faiyaz,male,north america,spotify,Male,North America,"The lyrics exhibit strong slang usage and profanity, indicative of a male artist from North America. Themes of poverty, social commentary, and frustration are prominent, alongside some emotional expressions and a touch of success/money themes. The aggressive tone and frequent use of 'fuck' strongly suggest a confrontational and assertive delivery.","{'emotions': 7, 'romance_topics': 2, 'party_club': 1, 'violence': 6, 'politics_religion': 5, 'success_money': 7, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 4, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 8, 'cultural_references': 6}",7,2,1,6,5,7,1,9,1,10,4,1,8,4,3,5,2,1,8,6
41,Marvins Room,Drake,male,north america,spotify,Male,North America,"The lyrics heavily feature romantic themes of past relationships and current desire, expressed through informal language and frequent profanity. The prevalence of 'I' and 'you' suggests a direct, conversational style. The party/club setting and slang usage point towards a North American male artist.","{'emotions': 7, 'romance_topics': 8, 'party_club': 7, 'violence': 3, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 5, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 3}",7,8,7,3,1,3,1,8,1,7,4,1,8,6,3,5,3,1,6,3
42,Beautiful Trauma - MOTi Remix,P!nk,female,north america,spotify,Male,North America,"The lyrics heavily feature themes of tumultuous relationships, drug use, and destructive behavior, leaning towards a male perspective. The frequent use of slang and profanity, coupled with emotionally charged language and aggressive imagery, points towards a North American artist.","{'emotions': 8, 'romance_topics': 9, 'party_club': 6, 'violence': 5, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 1, 'profanity': 8, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 7, 'cultural_references': 4}",8,9,6,5,1,3,1,7,1,8,6,1,8,6,2,4,4,1,7,4
43,Dancewitme,Maxwell,male,north america,spotify,Male,North America,"The lyrics heavily focus on romantic attraction and dancing ('groove', 'dance'), with frequent use of first-person pronouns ('me', 'I') and second-person ('you'). Slang like 'momma' and informal language are prevalent. The tone is generally confident but with a hint of desire. The overall style and language suggest a North American male artist.","{'emotions': 7, 'romance_topics': 8, 'party_club': 3, 'violence': 2, 'politics_religion': 1, 'success_money': 5, 'family': 2, 'slang_usage': 6, 'formal_language': 2, 'profanity': 4, 'intensifiers': 5, 'hedges': 2, 'first_person': 9, 'second_person': 7, 'third_person': 3, 'confidence': 6, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 5}",7,8,3,2,1,5,2,6,2,4,5,2,9,7,3,6,2,1,3,5
44,Grateful (Neon Feather Remix),Cade Thompson,male,north america,spotify,Male,North America,"The lyrics are a religious testimony expressing gratitude and faith. They are highly emotional, focused on spiritual transformation rather than romantic or worldly themes. The language is relatively formal and contains minimal slang or profanity. First-person perspective is dominant, conveying a personal experience. The overall tone is confident and reverent.","{'emotions': 10, 'romance_topics': 1, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 3, 'formal_language': 4, 'profanity': 1, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 3, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 2, 'aggression_toxicity': 1, 'cultural_references': 2}",10,1,1,1,1,1,1,3,4,1,4,1,8,3,2,7,1,2,1,2
45,Jungli Sher,DIVINE,male,north america,spotify,Male,North America,"The lyrics heavily feature themes of struggle, poverty, and the pursuit of success ('Life is a fight that is measured in money', 'Education is the hope of the poor'). There's a strong narrative of overcoming adversity, referencing family dynamics and societal inequalities. The use of slang and cultural references (rickshaws, beef) suggests a North American artist with influences from diverse backgrounds. The aggressive tone and references to conflict ('violence', 'aggression_toxicity') are also prominent. The consistent first-person perspective indicates a personal story being told.","{'emotions': 8, 'romance_topics': 2, 'party_club': 1, 'violence': 5, 'politics_religion': 3, 'success_money': 9, 'family': 7, 'slang_usage': 7, 'formal_language': 3, 'profanity': 4, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 4, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 5, 'cultural_references': 8}",8,2,1,5,3,9,7,7,3,4,6,1,9,6,4,7,3,1,5,8
46,Hot In Herre,Nelly,male,north america,spotify,Male,North America,"The lyrics heavily feature party/club themes, slang, and references to wealth and success. The use of profanity and assertive language indicates a male perspective and a North American origin. The focus on physical attraction and partying aligns with a male artist's persona in this genre.","{'emotions': 7, 'romance_topics': 6, 'party_club': 9, 'violence': 3, 'politics_religion': 1, 'success_money': 8, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 7, 'intensifiers': 6, 'hedges': 1, 'first_person': 8, 'second_person': 5, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 7}",7,6,9,3,1,8,1,9,1,7,6,1,8,5,3,7,1,1,4,7
47,Rearranged,Killstation,male,north america,spotify,Male,North America,"The lyrics display strong emotions (anger, frustration), a focus on success and money, and significant slang usage. The tone is assertive and critical of the music industry, suggesting a male artist from North America.","{'emotions': 7, 'romance_topics': 1, 'party_club': 1, 'violence': 4, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 7, 'intensifiers': 4, 'hedges': 1, 'first_person': 8, 'second_person': 6, 'third_person': 3, 'confidence': 7, 'doubt_uncertainty': 2, 'politeness': 1, 'aggression_toxicity': 6, 'cultural_references': 3}",7,1,1,4,1,7,1,8,1,7,4,1,8,6,3,7,2,1,6,3
48,No Stylist,French Montana,male,north america,spotify,Male,North America,"The lyrics heavily feature themes of wealth, luxury brands, and partying, typical of a male artist in the North American hip-hop scene. Frequent slang usage and profanity are also prominent. The repetition emphasizes confidence and a boastful persona.","{'emotions': 6, 'romance_topics': 3, 'party_club': 7, 'violence': 2, 'politics_religion': 1, 'success_money': 9, 'family': 1, 'slang_usage': 8, 'formal_language': 1, 'profanity': 6, 'intensifiers': 5, 'hedges': 1, 'first_person': 8, 'second_person': 4, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 6}",6,3,7,2,1,9,1,8,1,6,5,1,8,4,2,7,1,1,4,6
49,Da Graveyard,Big L,male,north america,spotify,Male,North America,"The lyrics are aggressive and boastful, filled with violent imagery, slang, and profanity. The focus is on dominance, street credibility, and lyrical skill, with references to drug dealing and regional locations (New York, Canada). The frequent use of first-person pronouns and assertive language indicates a male artist from North America.","{'emotions': 7, 'romance_topics': 3, 'party_club': 4, 'violence': 9, 'politics_religion': 1, 'success_money': 7, 'family': 1, 'slang_usage': 9, 'formal_language': 1, 'profanity': 10, 'intensifiers': 6, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 3, 'confidence': 8, 'doubt_uncertainty': 1, 'politeness': 1, 'aggression_toxicity': 9, 'cultural_references': 6}",7,3,4,9,1,7,1,9,1,10,6,1,9,6,3,8,1,1,9,6
50,Bored,Billie Eilish,female,north america,spotify,Male,North America,"The lyrics heavily focus on a failed relationship, exploring feelings of betrayal, longing, and boredom. The use of slang and informal language, combined with a first-person perspective expressing vulnerability and frustration, suggests a male artist from a region where this type of emotional expression is common (North America).","{'emotions': 8, 'romance_topics': 9, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 4, 'intensifiers': 4, 'hedges': 1, 'first_person': 9, 'second_person': 6, 'third_person': 2, 'confidence': 4, 'doubt_uncertainty': 4, 'politeness': 1, 'aggression_toxicity': 3, 'cultural_references': 2}",8,9,1,1,1,1,1,7,3,4,4,1,9,6,2,4,4,1,3,2
51,Certainly - Flipped It,Erykah Badu,female,north america,spotify,Female,North America,"The lyrics express strong romantic feelings, heartbreak, and a sense of betrayal, scoring high in romance and emotions. Frequent use of 'I' and 'me' indicates a strong first-person perspective. Slang ('tryna', 'mickey') and repetition ('certainly') are prominent. The overall tone is assertive, but also conveys vulnerability and a desire for independence, suggesting a female artist from North America.","{'emotions': 8, 'romance_topics': 9, 'party_club': 4, 'violence': 1, 'politics_religion': 1, 'success_money': 3, 'family': 1, 'slang_usage': 7, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 1, 'first_person': 10, 'second_person': 6, 'third_person': 2, 'confidence': 7, 'doubt_uncertainty': 3, 'politeness': 1, 'aggression_toxicity': 4, 'cultural_references': 4}",8,9,4,1,1,3,1,7,3,2,4,1,10,6,2,7,3,1,4,4
52,Don't You Want Me,Jody Watley,female,north america,spotify,Male,North America,"The lyrics heavily focus on romantic pursuit and uncertainty about reciprocation. The language is relatively simple and direct, with frequent use of second-person pronouns ('you') indicating a direct address. The emotional tone is yearning and slightly anxious. The prevalence of romantic themes and lack of other significant attributes point towards a North American male artist.","{'emotions': 8, 'romance_topics': 10, 'party_club': 1, 'violence': 1, 'politics_religion': 1, 'success_money': 1, 'family': 1, 'slang_usage': 4, 'formal_language': 3, 'profanity': 2, 'intensifiers': 4, 'hedges': 3, 'first_person': 7, 'second_person': 9, 'third_person': 2, 'confidence': 5, 'doubt_uncertainty': 6, 'politeness': 3, 'aggression_toxicity': 1, 'cultural_references': 1}",8,10,1,1,1,1,1,4,3,2,4,3,7,9,2,5,6,3,1,1
